Time,1.395729,2.396979,3.397000,4.396917,5.397000,6.396833,7.397354,8.397187,9.397354,10.396854,11.398625,12.398438,13.397708,14.397833,15.397854,16.405542,17.397354,18.397562,19.403708,20.398625,21.400708,22.400625,23.400229,24.399104,25.402104,26.401729,27.401604,28.399646,29.400083,
Distance,0.759768,1.190802,1.197991,1.169237,1.197991,1.140484,1.320193,1.262686,1.320193,1.147672,1.758684,1.693989,1.442395,1.485526,1.492714,4.145957,1.320426,1.392323,3.513268,1.758995,2.477959,2.449201,2.312598,1.924357,2.959666,2.830252,2.787114,2.111288,2.262270,
