Time,1.654187,2.654187,3.654063,4.653229,5.655854,6.658958,7.655042,8.655271,9.654854,10.652646,11.653375,12.653688,13.653292,14.654021,15.653667,16.653792,17.655417,18.655479,19.655062,20.654604,21.654583,22.654896,23.655417,24.654479,25.656917,26.655417,27.654854,28.655542,29.656667,
Distance,0.662146,0.662029,0.618907,0.331423,1.236998,2.307876,0.956701,1.035759,0.892017,0.130184,0.381732,0.489625,0.353046,0.604639,0.482437,0.525567,1.086453,1.108021,0.964058,0.805914,0.798725,0.906551,1.086261,0.762784,1.604107,1.086453,0.892332,1.129590,1.517831,
