Time,1.741646,2.740604,3.745833,4.739625,5.740250,6.739562,7.740333,8.740521,9.741208,10.740396,11.741104,12.740583,13.740396,14.746104,15.742042,16.742062,17.742375,18.741417,19.740396,20.739854,21.740521,
Distance,1.787753,1.428271,3.232872,1.089972,1.305816,1.068600,1.334570,1.399265,1.636482,1.356135,1.600540,1.421082,1.356375,3.326338,1.924357,1.931546,2.039391,1.708667,1.356375,1.169444,1.399513,
