Time,10.595958,11.595229,12.595021,13.595271,14.595062,15.595562,16.595938,17.596771,18.597521,19.598625,20.597313,21.596958,22.597271,23.596000,
Distance,2.688435,2.435374,2.363071,2.449835,2.377114,2.550611,2.680734,2.969895,3.230709,3.613915,3.158405,3.035490,3.143945,2.702896,
