Time,10.955687,11.956708,12.956021,13.955771,14.959208,15.959188,16.959042,17.959375,18.959271,19.957729,20.957521,21.957604,22.958188,23.959021,24.958646,25.958813,26.958854,27.958542,28.958562,29.959229,30.959021,31.959417,32.959646,33.959521,34.959333,35.960021,36.960854,37.960646,38.960000,39.962042,40.959812,41.961042,42.960938,43.961125,44.961438,45.961438,
Distance,2.731868,3.084099,2.846882,2.760622,3.946704,3.939515,3.889884,4.004919,3.968970,3.436937,3.365040,3.393799,3.595109,3.882695,3.753281,3.810798,3.825177,3.717333,3.724522,3.954591,3.882695,4.019298,4.098384,4.055246,3.990539,4.227798,4.515383,4.443487,4.220608,4.925193,4.156636,4.580900,4.544945,4.609663,4.717527,4.717527,
