Time,7.940333,8.942896,9.941333,10.941021,11.941896,12.942458,13.942146,14.942500,15.942229,16.944625,17.945438,18.945708,19.944750,20.947854,21.946521,22.946208,23.943812,24.944021,25.947146,26.945021,27.945812,28.945896,29.946583,30.946500,31.946667,32.947896,33.947417,34.949729,35.948083,36.947917,37.947167,38.948417,39.948563,40.948792,41.948667,42.948708,43.947229,44.950417,45.947583,46.947771,47.949438,48.948125,49.948333,50.949479,51.952583,52.950979,53.950646,54.950708,55.950396,56.949875,57.951542,58.950958,59.949604,60.950542,61.951813,62.951604,63.950604,
Distance,2.700838,3.585165,3.046480,2.938616,3.240635,3.434789,3.326926,3.449171,3.355689,4.182645,4.463090,4.556572,4.226537,5.298173,4.837873,4.729990,3.902889,3.974810,5.053639,4.320035,4.593339,4.622107,4.859450,4.830681,4.889082,5.313496,5.148046,5.945470,5.377287,5.319750,5.060831,5.492362,5.543687,5.621821,5.578668,5.593053,5.082407,6.182812,5.204675,5.269404,5.844779,5.391671,5.463593,5.859164,6.930800,6.377001,6.263033,6.284613,6.176711,5.996875,6.572351,6.370934,5.903360,6.227065,6.665866,6.593932,6.248646,
