Time,1.618708,2.613563,3.614063,4.614646,5.614417,6.615000,7.614146,8.615208,9.615708,10.615958,11.615854,12.616625,13.615042,14.615792,15.614812,16.614208,17.614083,18.616125,19.616167,20.615979,21.616583,22.616833,23.617583,24.617250,25.617417,26.617062,27.616187,
Distance,2.480190,0.704975,0.877466,1.078705,0.999646,1.200885,0.906214,1.272756,1.445247,1.531492,1.495821,1.761791,1.215474,1.474256,1.136603,0.927939,0.884966,1.589551,1.603930,1.538951,1.747723,1.833999,2.092826,1.977792,2.035309,1.912747,1.611120,
