Time,1.733833,2.733042,3.734958,4.734271,5.732917,6.732896,7.732563,8.733146,9.732917,10.734167,11.733313,12.732875,13.734083,14.732750,15.733417,16.733062,17.733604,18.732896,19.732521,20.733521,21.733604,22.733854,23.733917,24.733854,25.734167,26.734396,27.734250,28.734625,29.735271,30.735104,31.734646,32.734583,33.734625,34.735000,35.735479,36.736000,37.735875,38.736333,39.735667,
Distance,0.676107,0.403046,1.064142,0.827010,0.359931,0.352745,0.237771,0.438975,0.359931,0.791081,0.496461,0.345559,0.762337,0.302444,0.532391,0.410231,0.597063,0.352745,0.223400,0.568320,0.597063,0.683293,0.704975,0.683414,0.791220,0.870279,0.819969,0.949337,1.172137,1.114640,0.956524,0.934963,0.949337,1.078705,1.244008,1.423686,1.380807,1.538951,1.308923,
