Time,10.820333,11.818354,12.817771,13.819000,14.818396,15.818354,16.818271,17.818917,18.818771,19.819875,20.818708,21.818646,22.819750,23.823438,24.820875,25.820542,26.820667,27.821188,28.819750,
Distance,2.957786,2.271027,2.068614,2.495128,2.285485,2.271027,2.242111,2.466211,2.415608,2.798747,2.393921,2.372234,2.755373,4.034913,3.145741,3.030077,3.073451,3.254177,2.755373,
