Time,2.883764,3.801304,4.815646,7.071236,8.341440,9.519546,11.112052,12.362551,13.700181,15.253934,16.290669,17.257494,
Distance,79.994430,51.522037,56.474268,144.725768,238.023454,299.626991,158.903247,245.442840,16.611738,207.919109,220.609807,209.149010,
