Time,1.123354,2.123354,3.123354,4.123354,5.123354,6.123354,7.125042,8.125042,9.123354,10.123354,11.123333,12.123333,13.123333,14.123333,15.123333,16.125021,17.125021,18.125021,19.125021,20.125021,21.125021,22.123333,23.123333,24.123333,25.123333,26.123333,27.123333,28.123333,29.123333,30.123333,31.123333,32.123333,33.123333,34.123312,35.123312,36.123312,37.123312,38.123312,39.123312,40.123312,41.123312
Distance,13.203808,13.203808,13.203808,13.203808,13.203808,13.203808,13.783802,13.783802,13.203808,13.203808,13.196648,13.196648,13.196648,13.196648,13.196648,13.776642,13.776642,13.776642,13.776642,13.776642,13.776642,13.196648,13.196648,13.196648,13.196648,13.196648,13.196648,13.196648,13.196648,13.196648,13.196648,13.196648,13.196648,13.189487,13.189487,13.189487,13.189487,13.189487,13.189487,13.189487,13.189487
Ideal Time,1.084937,2.084937,3.084937,4.084937,5.084937,6.084937,7.084937,8.084938,9.084938,10.084938,11.084938,12.084938,13.084938,14.084938,15.084938,16.084938,17.084938,18.084938,19.084938,20.084938,21.084938,22.084938,23.084938,24.084938,25.084938,26.084938,27.084938,28.084938,29.084938,30.084938,31.084937,32.084937,33.084937,34.084937,35.084937,36.084937,37.084937,38.084937,39.084937,40.084937,41.084937
Calibration Time,0.087854
