Time,0.910136,1.810227,2.710864,3.611455,4.518273,5.418273,6.320091,7.220500,8.120955,9.020955,9.920955,10.821273,11.722182,12.622455,13.523136,14.425318,15.325773,16.225909,17.129682,18.029727,18.930045,19.832000,
Distance,315.505455,280.886355,246.456259,211.749151,179.532520,144.918520,110.933866,76.461468,42.004805,7.390805,318.916805,284.412940,250.113613,215.594015,181.247955,147.383202,112.920467,78.347576,45.033598,10.429234,322.177046,288.227631,
