Time,1.601958,2.601833,3.602354,4.602583,5.602396,6.602458,7.602146,8.602167,9.603771,10.601688,11.601562,12.601542,13.601625,14.601542,15.601833,16.602208,17.602563,18.606042,19.602937,20.603229,21.603458,22.603396,23.603687,24.603917,25.603729,26.603750,27.604312,28.604271,29.603875,30.604187,31.604771,32.604563,33.604458,34.606375,35.605417,36.605667,37.605792,38.606083,39.606208,40.606083,0.000000
Distance,1.021481,0.978519,1.157529,1.236294,1.171850,1.193331,1.085925,1.093085,1.644438,0.928396,0.885433,0.878273,0.906915,0.878273,0.978519,1.107406,1.229133,2.424923,1.358021,1.458267,1.537031,1.515550,1.615796,1.694560,1.630117,1.637277,1.830608,1.816288,1.680240,1.787646,1.988138,1.916533,1.880731,2.539490,2.210110,2.296035,2.338998,2.439244,2.482206,2.439244,0.000000
