Time,2.637143,4.227619,5.242676,6.233197,7.138934,8.683855,9.879615,10.800454,11.717211,12.816599,
Distance,3.975382,207.822524,213.058110,209.785331,177.237624,20.105090,87.698152,60.364968,31.622453,65.939653,
