Time,1.638688,2.638667,3.639812,4.640396,5.674896,6.676021,7.677146,8.678271,9.679958,10.681063,11.682188,12.638667,13.638667,14.638667,15.638667,16.638667,17.638646,18.638646,19.673188,20.639813,21.639792,22.674312,23.674312,24.674875,25.674875,26.675438,27.642688,28.676000,29.676000,30.676562,31.643250,32.676563,33.677125,34.677125,35.677687,36.677687,37.677687,38.678250,39.678250,40.644979
Distance,0.028642,0.021481,0.415304,0.615796,12.473446,12.860108,13.246771,13.633433,14.213427,14.592929,14.979592,0.021481,0.021481,0.021481,0.021481,0.021481,0.014321,0.014321,11.886292,0.415304,0.408144,12.272954,12.272954,12.466285,12.466285,12.659617,1.403442,12.852948,12.852948,13.046279,1.596773,13.046279,13.239610,13.239610,13.432942,13.432942,13.432942,13.626273,13.626273,2.191087
Ideal Time,1.638604,2.638604,3.638604,4.638604,5.638604,6.638604,7.638604,8.638604,9.638604,10.638604,11.638604,12.638604,13.638604,14.638604,15.638604,16.638604,17.638604,18.638604,19.638604,20.638604,21.638604,22.638604,23.638604,24.638604,25.638604,26.638604,27.638604,28.638604,29.638604,30.638604,31.638604,32.638604,33.638604,34.638604,35.638604,36.638604,37.638604,38.638604,39.638604,40.638604
Calibration Time,0.641563
