Time,2.317392,Time,3.315873,Time,4.314376,Time,5.313469,Time,6.315261,Time,7.315556,Time,8.316485,Time,9.315714,Time,10.314671,Time,11.317256,Time,12.317619,Time,13.316667,Time,14.316395,Time,15.316780,Time,16.315420,Time,17.318549,Time,18.314240,Time,19.315034,Time,20.314558,Time,21.314694,Time,22.315805,Time,23.313515,Time,24.314580,Time,25.315442,Time,26.316054,Time,27.315079,Time,28.312562,
Distance,3.426957,Distance,2.900843,Distance,2.380802,Distance,2.065625,Distance,2.688099,Distance,2.790531,Distance,3.113587,Distance,2.846186,Distance,2.483670,Distance,3.382080,Distance,3.508173,Distance,3.177180,Distance,3.082610,Distance,3.216584,Distance,2.743736,Distance,3.831958,Distance,2.334344,Distance,2.610221,Distance,2.444695,Distance,2.491988,Distance,2.878215,Distance,2.082115,Distance,2.452577,Distance,2.752100,Distance,2.964919,Distance,2.625985,Distance,1.751063,
