Time,1.639875,2.675521,3.676083,4.674937,5.675521,6.674937,7.675521,8.675521,9.674938,10.674938,11.674938,12.674938,13.674938,14.674938,15.675500,16.674938,17.675500,18.674938,19.675500,20.675500,21.674938,22.675500,23.674938,24.675500,25.675500,26.674938,27.641583,28.675500,29.675500,30.675500,31.675479,32.675479,33.676042,34.675479,35.675479,36.675479,37.676042,38.675479,39.676042,40.676042
Distance,0.207652,12.459125,12.652456,12.258633,12.459125,12.258633,12.459125,12.459125,12.258633,12.258633,12.258633,12.258633,12.258633,12.258633,12.451965,12.258633,12.451965,12.258633,12.451965,12.451965,12.258633,12.451965,12.258633,12.451965,12.451965,12.258633,0.794806,12.451965,12.451965,12.451965,12.444804,12.444804,12.638135,12.444804,12.444804,12.444804,12.638135,12.444804,12.638135,12.638135
Ideal Time,1.639271,2.639271,3.639271,4.639271,5.639271,6.639271,7.639271,8.639271,9.639271,10.639271,11.639271,12.639271,13.639271,14.639271,15.639271,16.639271,17.639271,18.639271,19.639271,20.639271,21.639271,22.639271,23.639271,24.639271,25.639271,26.639271,27.639271,28.639271,29.639271,30.639271,31.639271,32.639271,33.639271,34.639271,35.639271,36.639271,37.639271,38.639271,39.639271,40.639271
Calibration Time,0.642188
