Time,1.603542,2.606771,3.603104,4.602917,5.602313,6.602354,7.602542,8.602562,9.604146,10.602479,11.602375,12.602229,13.601979,14.602229,15.602250,16.602208,17.602250,18.602229,19.602187,20.601937,21.602229,22.601792,23.601813,24.601979,25.603938,26.602042,27.602354,28.602208,29.602021,30.601562,31.601875,32.602187,33.602417,34.602542,35.602729,36.602750,37.602542,38.603063,39.602979,40.603000,41.603313,42.603333,43.603375,44.603313,45.603250,46.603250,47.603583,48.603583,49.603479,50.606917,51.603417,52.603521,53.603229,54.602750,55.602792,56.603396,57.603625,58.603687,59.604208,60.604333,61.604646,62.604667,63.604958,64.605229,65.604896,66.606583,67.605167,68.605000,69.605000,70.605146,71.605396,0.000000
Distance,1.143208,2.253073,0.992840,0.928396,0.720744,0.735065,0.799508,0.806669,1.350860,0.778027,0.742225,0.692102,0.606177,0.692102,0.699262,0.684942,0.699263,0.692102,0.677781,0.591856,0.692102,0.541733,0.548894,0.606177,1.279256,0.627658,0.735065,0.684942,0.620498,0.462969,0.570375,0.677781,0.756546,0.799508,0.863952,0.871113,0.799508,0.978519,0.949877,0.957038,1.064444,1.071604,1.085925,1.064444,1.042963,1.042963,1.157529,1.157529,1.121727,2.303196,1.100246,1.136048,1.035802,0.871113,0.885433,1.093085,1.171850,1.193331,1.372342,1.415304,1.522710,1.529871,1.630117,1.723202,1.608635,2.188629,1.701721,1.644438,1.644438,1.694560,1.780485,0.000000
